# Gains: Kp=0.40 Ki=0.00 Kd=0.10 Kp_vel=0.02 Ki_vel=0.005
# Inner=200Hz Outer=5Hz D_LPF=0.015
t_ms,dt_us,pitch,pitch_err,vel_offset,theta_dot,vel_L,vel_R,v_fwd,i_unsat,i_sat,z_theta,vel_int
t_ms,dt_us,pitch,pitch_err,vel_offset,theta_dot,vel_L,vel_R,v_fwd,i_unsat,i_sat,z_theta,vel_int
14045,5005,88.34,-2.34,1.06,-1.627,21.8,-22.7,-24.3,-0.1717,-0.1717,0.1006,114.2110
14095,5005,90.43,-4.43,1.06,2.087,-19.0,18.1,-24.3,0.1852,0.1852,0.0963,114.2110
14145,5005,87.56,-1.56,0.95,-1.564,12.8,-22.9,-17.9,-0.1607,-0.1607,0.0971,117.7834
14195,5000,88.18,-2.18,0.95,2.087,-28.6,19.7,-17.9,0.2001,0.2001,0.0939,117.7834
14245,5000,86.34,-0.34,0.95,-1.718,-2.7,-6.9,-17.9,-0.1676,-0.1676,0.0959,117.7834
14295,5005,85.43,0.57,0.95,2.563,-20.6,15.6,-17.9,0.2669,0.2669,0.0945,117.7834
14345,5005,83.51,2.49,0.56,-0.910,-4.6,-1.6,1.5,-0.0697,-0.0697,0.0991,117.4857
14395,5005,84.46,1.54,0.56,-0.021,-50.8,44.9,1.5,0.0125,0.0125,0.1011,117.4857
14445,5005,86.99,-0.99,0.56,-0.750,-1.6,0.7,1.5,-0.0779,-0.0779,0.1020,117.4857
14495,5005,90.28,-4.28,0.56,-0.820,22.0,-22.2,1.5,-0.1080,-0.1080,0.0999,117.4857
14545,5000,92.31,-6.31,2.36,-0.499,82.7,-86.3,-84.5,-0.0775,-0.0775,0.0958,134.3854
14594,4999,95.08,-9.08,2.36,-0.786,124.8,-128.2,-84.5,-0.1255,-0.1255,0.0911,134.3854
14645,4998,96.70,-10.70,2.36,-0.201,159.2,-159.8,-84.5,-0.0783,-0.0783,0.0841,134.3854
14695,4858,98.57,-12.57,2.36,-0.715,185.7,-182.3,-84.5,-0.1427,-0.1427,0.0761,134.3854
14745,5005,101.57,-15.57,3.00,-0.987,203.4,-201.5,-202.4,-0.1864,-0.1864,0.0659,134.3854
14795,5005,104.16,-18.16,3.00,-0.862,238.4,-239.1,-202.4,-0.1920,-0.1920,0.0536,134.3854
14845,5005,106.56,-20.56,3.00,-0.931,269.1,-266.6,-202.4,-0.2157,-0.2157,0.0392,134.3854
14894,5001,111.43,-25.43,3.00,-2.026,289.2,-272.1,-202.4,-0.3592,-0.3500,0.0237,134.3854
14945,5000,117.11,-31.11,3.00,-2.058,300.7,-275.3,-288.0,-0.4020,-0.3500,0.0237,134.3854
14995,5005,124.84,-38.84,3.00,-2.716,301.6,-280.1,-288.0,-0.5218,-0.3500,0.0237,134.3854
16781,4998,113.80,-27.80,0.00,0.405,301.6,-280.1,-288.0,-0.1536,-0.1536,-0.0054,0.0000
16831,5003,116.77,-30.77,0.00,1.017,301.6,-280.1,-288.0,-0.1131,-0.1131,-0.0284,0.0000
16881,4828,125.63,-39.63,0.00,0.828,301.6,-280.1,-288.0,-0.1938,-0.1938,-0.0595,0.0000
