# Gains: Kp,Ki,Kd,Kp_vel,Ki_vel
# 0.350000,0.000000,0.120000,0.020000,0.005000
t_ms,dt_us,pitch,pitch_err,vel_offset,theta_dot,vel_L,vel_R,v_fwd,i_unsat,i_sat,z_theta,vel_int
1019.0,9998.0,83.94,2.06,0.0,-0.008,0.0,0.0,0.0,0.0117,0.0117,0.0018,0.0
1069.0,10180.0,83.96,2.04,0.0,-0.006,-0.2,0.0,0.0,0.0117,0.0117,0.0036,0.0
1119.0,10000.0,83.96,2.04,0.0,0.003,-0.2,0.0,0.0,0.0128,0.0128,0.0054,0.0
1169.0,10000.0,84.0,2.0,0.0,-0.007,0.0,0.0,0.0,0.0114,0.0114,0.0072,0.0
1219.0,9833.0,84.02,1.98,0.0,-0.004,0.0,0.0,0.0,0.0116,0.0116,0.0089,0.0
1269.0,10177.0,84.13,1.87,0.0,-0.017,0.0,0.0,0.0,0.0094,0.0094,0.0105,0.0
1319.0,9826.0,84.18,1.82,0.0,-0.012,0.0,0.0,0.0,0.0097,0.0097,0.0121,0.0
1369.0,10177.0,84.2,1.8,0.0,-0.004,0.0,0.0,0.0,0.0105,0.0105,0.0137,0.0
1419.0,10000.0,84.25,1.75,0.0,-0.008,0.0,0.0,0.0,0.0097,0.0097,0.0153,0.0
1469.0,10000.0,84.36,1.64,0.0,-0.024,0.0,0.0,0.0,0.0072,0.0072,0.0168,0.0
1519.0,10002.0,84.46,1.54,0.0,-0.031,0.0,0.0,0.0,0.0057,0.0057,0.0181,0.0
1569.0,10184.0,84.56,1.44,0.0,-0.02,0.0,0.0,0.0,0.0063,0.0063,0.0194,0.0
1619.0,9820.0,84.53,1.47,0.0,0.015,0.0,0.0,0.0,0.0108,0.0108,0.0207,0.0
1669.0,10184.0,84.52,1.48,0.0,0.004,0.0,0.0,0.0,0.0096,0.0096,0.022,0.0
1719.0,9998.0,84.59,1.41,0.0,-0.03,0.0,0.0,0.0,0.005,0.005,0.0233,0.0
1769.0,10000.0,84.59,1.41,0.0,0.005,0.0,0.0,0.0,0.0092,0.0092,0.0245,0.0
1819.0,10002.0,84.71,1.29,0.0,-0.048,0.0,0.0,0.0,0.0021,0.0021,0.0257,0.0
1869.0,10002.0,84.86,1.14,0.0,-0.016,0.0,0.0,0.0,0.005,0.005,0.0267,0.0
1919.0,9820.0,84.73,1.27,0.0,-0.014,0.0,0.0,0.0,0.0061,0.0061,0.0278,0.0
1969.0,10002.0,85.07,0.93,0.0,-0.056,0.0,0.0,0.0,-0.001,-0.001,0.0287,0.0
2019.0,10000.0,85.07,0.93,0.0,0.006,0.0,0.0,0.0,0.0065,0.0065,0.0295,0.0
2069.0,10000.0,85.05,0.95,0.0,-0.005,0.0,0.0,0.0,0.0052,0.0052,0.0303,0.0
2119.0,9998.0,85.13,0.87,0.0,-0.031,0.0,0.0,0.0,0.0015,0.0015,0.0311,0.0
2169.0,10002.0,85.34,0.66,0.0,-0.083,0.0,0.0,0.0,-0.0059,-0.0059,0.0318,0.0
2219.0,10002.0,85.73,0.27,0.0,-0.175,0.0,0.0,0.0,-0.0194,-0.0194,0.0322,0.0
2269.0,10002.0,86.22,-0.22,0.0,-0.162,2.1,-0.7,0.0,-0.0208,-0.0208,0.0321,0.0
2319.0,9998.0,86.23,-0.23,0.0,-0.128,7.8,-5.3,0.0,-0.0168,-0.0168,0.0321,0.0
2369.0,10000.0,87.41,-1.41,0.05,-0.223,3.2,-1.4,-2.3,-0.0351,-0.0351,0.0312,0.458
2419.0,10000.0,86.57,-0.57,0.05,0.12,8.7,-5.5,-2.3,0.0112,0.0112,0.0304,0.458
2469.0,9850.0,87.44,-1.44,0.05,-0.19,3.9,-1.6,-2.3,-0.0313,-0.0313,0.0295,0.458
2519.0,10002.0,87.55,-1.55,0.05,-0.033,5.7,-2.5,-2.3,-0.0131,-0.0131,0.0281,0.458
2569.0,9822.0,87.49,-1.49,0.23,-0.165,13.1,-8.5,-10.8,-0.0275,-0.0275,0.0271,2.6087
2619.0,10002.0,88.38,-2.38,0.23,-0.238,5.0,-4.4,-10.8,-0.0417,-0.0417,0.0254,2.6087
2669.0,10000.0,87.11,-1.11,0.23,0.272,22.9,-23.1,-10.8,0.0272,0.0272,0.0241,2.6087
2719.0,10000.0,89.24,-3.24,0.23,-0.308,7.3,-8.0,-10.8,-0.0553,-0.0553,0.022,2.6087
2769.0,9836.0,86.75,-0.75,0.43,0.455,19.7,-19.7,-19.7,0.0526,0.0526,0.0207,6.5478
2819.0,10177.0,90.13,-4.13,0.43,-0.595,0.2,0.2,-19.7,-0.094,-0.094,0.0186,6.5478
2869.0,9998.0,86.4,-0.4,0.43,0.585,19.2,-16.3,-19.7,0.0704,0.0704,0.0171,6.5478
2919.0,10184.0,91.1,-5.1,0.43,-1.092,8.5,-4.1,-19.7,-0.1596,-0.1596,0.0148,6.5478
2969.0,10000.0,86.79,-0.79,0.67,0.943,32.7,-28.2,-30.5,0.1125,0.1125,0.0126,12.6441
3019.0,10000.0,92.33,-6.33,0.67,-1.528,26.1,-16.9,-30.5,-0.2178,-0.2178,0.0107,12.6441
3069.0,10002.0,88.61,-2.61,0.67,1.175,29.8,-20.4,-30.5,0.1292,0.1292,0.0068,12.6441
3119.0,9815.0,91.83,-5.83,0.67,-1.478,36.4,-22.0,-30.5,-0.2089,-0.2089,0.0053,12.6441
3169.0,10191.0,90.77,-4.77,0.18,0.818,11.7,0.5,-5.6,0.0701,0.0701,-0.0003,13.7662
3219.0,9809.0,87.81,-1.81,0.18,-0.546,49.7,-39.6,-5.6,-0.0754,-0.0754,-0.0009,13.7662
3269.0,9998.0,93.7,-7.7,0.18,-0.612,-9.6,22.4,-5.6,-0.1194,-0.1194,-0.0072,13.7662
3319.0,10000.0,86.26,-0.26,0.18,1.204,66.2,-58.6,-5.6,0.144,0.144,-0.0097,13.7662
3369.0,9826.0,96.01,-10.01,-0.07,-1.637,-1.1,12.1,6.6,-0.258,-0.258,-0.0153,12.4391
3419.0,10006.0,88.88,-2.88,-0.07,1.802,41.4,-30.5,6.6,0.1983,0.1983,-0.0211,12.4391
3469.0,9822.0,94.43,-8.43,-0.07,-1.937,17.6,-4.6,6.6,-0.2844,-0.2844,-0.0246,12.4391
3519.0,10002.0,92.02,-6.02,-0.07,1.05,6.4,1.8,6.6,0.0889,0.0889,-0.0321,12.4391
3569.0,10004.0,91.95,-5.95,0.95,-0.615,46.0,-38.9,-42.5,-0.1043,-0.1043,-0.0351,20.9425
3619.0,10005.0,95.62,-9.62,0.95,0.035,-8.9,20.2,-42.5,-0.0487,-0.0487,-0.0432,20.9425
