# Session 5: Kp=0.50 Ki=0.00 Kd=0.04 Kp_vel=0.02 Ki_vel=0.005
# Inner=200Hz Outer=5Hz D_LPF=0.008
t_ms,dt_us,pitch,pitch_err,vel_offset,theta_dot,vel_L,vel_R,v_fwd,i_unsat,i_sat,z_theta,vel_int
t_ms,dt_us,pitch,pitch_err,vel_offset,theta_dot,vel_L,vel_R,v_fwd,i_unsat,i_sat,z_theta,vel_int
22240,5001,87.95,-1.95,0.71,0.934,30.9,-31.6,-31.3,0.0265,0.0265,-0.0254,16.5589
22290,5001,88.26,-2.26,0.71,0.333,6.9,-1.8,-31.3,-0.0002,-0.0002,-0.0267,16.5589
22339,4997,86.55,-0.55,0.71,0.426,-0.9,1.8,-31.3,0.0184,0.0184,-0.0271,16.5589
22390,5001,85.78,0.22,0.71,-0.033,-2.7,1.8,-31.3,0.0067,0.0067,-0.0265,16.5589
22440,5004,85.49,0.51,-0.04,0.241,-6.9,5.3,6.1,0.0137,0.0137,-0.0257,15.3452
22490,5001,84.64,1.36,-0.04,0.108,-2.1,1.4,6.1,0.0158,0.0158,-0.0249,15.3452
22540,5000,84.75,1.25,-0.04,-0.079,-5.5,5.5,6.1,0.0074,0.0074,-0.0237,15.3452
22590,5001,84.13,1.87,-0.04,0.240,-2.7,3.2,6.1,0.0256,0.0256,-0.0224,15.3452
22640,5001,84.44,1.56,-0.02,-0.371,-4.4,4.6,4.5,-0.0014,-0.0014,-0.0208,14.4521
22690,5004,84.51,1.49,-0.02,0.202,-6.6,6.6,4.5,0.0210,0.0210,-0.0197,14.4521
22740,5004,84.22,1.78,-0.02,-0.120,-2.3,1.4,4.5,0.0106,0.0106,-0.0182,14.4521
22790,5004,84.80,1.20,-0.02,-0.029,-7.8,4.6,4.5,0.0092,0.0092,-0.0170,14.4521
22840,5004,84.41,1.59,0.05,0.061,-1.6,0.5,1.0,0.0168,0.0168,-0.0157,14.2460
22890,5001,84.59,1.41,0.05,-0.193,-2.3,1.1,1.0,0.0051,0.0051,-0.0143,14.2460
22940,4999,84.79,1.21,0.05,-0.064,-2.5,1.4,1.0,0.0085,0.0085,-0.0131,14.2460
22990,4999,85.02,0.98,0.05,-0.112,-0.2,0.0,1.0,0.0045,0.0045,-0.0122,14.2460
23040,5004,85.49,0.51,0.07,-0.182,0.0,0.0,0.0,-0.0022,-0.0022,-0.0115,14.2460
23090,5004,86.10,-0.10,0.07,-0.230,0.0,0.0,0.0,-0.0095,-0.0095,-0.0112,14.2460
23140,5004,86.85,-0.85,0.07,-0.284,0.2,0.0,0.0,-0.0181,-0.0181,-0.0116,14.2460
23190,5004,87.49,-1.49,0.07,-0.131,0.7,-2.1,0.0,-0.0177,-0.0177,-0.0127,14.2460
23239,5002,87.54,-1.54,0.20,-0.031,4.1,-7.8,-6.0,-0.0129,-0.0129,-0.0139,15.4368
23289,5001,87.99,-1.99,0.20,-0.228,4.1,-8.5,-6.0,-0.0247,-0.0247,-0.0152,15.4368
23340,5001,87.93,-1.93,0.20,0.122,7.3,-11.7,-6.0,-0.0103,-0.0103,-0.0169,15.4368
23390,5004,88.16,-2.16,0.20,0.372,11.9,-9.4,-6.0,-0.0023,-0.0023,-0.0187,15.4368
23440,5004,88.05,-2.05,0.18,0.024,8.2,-1.4,-4.8,-0.0153,-0.0153,-0.0202,16.3986
23490,5004,87.78,-1.78,0.18,-0.014,0.5,0.0,-4.8,-0.0146,-0.0146,-0.0217,16.3986
23540,5004,87.83,-1.83,0.18,-0.000,0.0,0.0,-4.8,-0.0144,-0.0144,-0.0231,16.3986
23590,5002,87.75,-1.75,0.18,-0.002,0.0,-0.2,-4.8,-0.0138,-0.0138,-0.0245,16.3986
23640,5001,87.70,-1.70,0.08,-0.008,0.0,-0.2,-0.1,-0.0144,-0.0144,-0.0259,16.4215
23690,5003,87.68,-1.68,0.08,-0.002,0.0,0.0,-0.1,-0.0140,-0.0140,-0.0273,16.4215
23740,5001,87.63,-1.63,0.08,-0.007,0.0,0.0,-0.1,-0.0138,-0.0138,-0.0287,16.4215
23790,5000,87.58,-1.58,0.08,0.005,0.0,0.0,-0.1,-0.0129,-0.0129,-0.0300,16.4215
23840,5004,87.58,-1.58,0.08,0.003,0.0,0.0,0.0,-0.0130,-0.0130,-0.0313,16.4215
23890,5001,87.55,-1.55,0.08,-0.001,0.0,0.0,0.0,-0.0128,-0.0128,-0.0326,16.4215
23940,4998,87.52,-1.52,0.08,0.000,0.0,0.0,0.0,-0.0126,-0.0126,-0.0339,16.4215
23990,5003,87.53,-1.53,0.08,-0.002,0.0,0.0,0.0,-0.0128,-0.0128,-0.0351,16.4215
24040,5000,87.50,-1.50,0.08,-0.003,0.0,0.0,0.0,-0.0124,-0.0124,-0.0364,16.4215
24090,5000,87.48,-1.48,0.08,-0.000,0.0,0.0,0.0,-0.0122,-0.0122,-0.0376,16.4215
24140,5001,87.47,-1.47,0.08,0.002,0.0,0.0,0.0,-0.0120,-0.0120,-0.0388,16.4215
24190,5001,87.46,-1.46,0.08,-0.002,0.0,0.0,0.0,-0.0121,-0.0121,-0.0400,16.4215
24240,5004,87.48,-1.48,0.08,0.000,0.0,0.0,0.0,-0.0122,-0.0122,-0.0412,16.4215
24290,5003,87.45,-1.45,0.08,0.003,0.0,0.0,0.0,-0.0118,-0.0118,-0.0424,16.4215
24340,5001,87.47,-1.47,0.08,-0.003,0.0,0.0,0.0,-0.0122,-0.0122,-0.0436,16.4215
24390,5003,87.46,-1.46,0.08,0.007,0.0,0.0,0.0,-0.0117,-0.0117,-0.0449,16.4215
24440,5001,87.46,-1.46,0.08,0.002,0.0,0.0,0.0,-0.0119,-0.0119,-0.0461,16.4215
24490,5001,87.44,-1.44,0.08,0.005,0.0,0.0,0.0,-0.0117,-0.0117,-0.0473,16.4215
24540,5004,87.46,-1.46,0.08,0.005,0.0,0.0,0.0,-0.0118,-0.0118,-0.0485,16.4215
24590,5001,87.47,-1.47,0.08,0.002,0.0,0.0,0.0,-0.0120,-0.0120,-0.0497,16.4215
24640,5002,87.48,-1.48,0.08,-0.003,0.0,0.0,0.0,-0.0123,-0.0123,-0.0509,16.4215
24690,5001,87.49,-1.49,0.08,-0.003,0.0,0.0,0.0,-0.0124,-0.0124,-0.0521,16.4215
24740,5003,87.51,-1.51,0.08,0.001,-0.2,0.0,0.0,-0.0124,-0.0124,-0.0533,16.4215
24790,5000,87.50,-1.50,0.08,-0.001,0.0,0.0,0.0,-0.0125,-0.0125,-0.0546,16.4215
24840,5004,87.53,-1.53,0.08,0.002,0.0,0.0,0.0,-0.0125,-0.0125,-0.0558,16.4215
24890,5001,87.51,-1.51,0.08,-0.003,0.0,0.0,0.0,-0.0126,-0.0126,-0.0571,16.4215
24940,5001,87.50,-1.50,0.08,0.005,0.0,0.0,0.0,-0.0122,-0.0122,-0.0583,16.4215
24990,5001,87.50,-1.50,0.08,0.002,0.0,0.0,0.0,-0.0123,-0.0123,-0.0596,16.4215
25040,5002,87.50,-1.50,0.08,-0.004,0.0,0.0,0.0,-0.0125,-0.0125,-0.0608,16.4215
25090,5001,87.49,-1.49,0.08,-0.001,0.0,0.0,0.0,-0.0123,-0.0123,-0.0620,16.4215
25140,5001,87.48,-1.48,0.08,-0.002,0.0,0.0,0.0,-0.0122,-0.0122,-0.0633,16.4215
25190,4998,87.44,-1.44,0.08,0.000,0.0,0.0,0.0,-0.0118,-0.0118,-0.0645,16.4215
25240,5001,87.43,-1.43,0.08,-0.001,0.0,0.0,0.0,-0.0118,-0.0118,-0.0656,16.4215
25290,5000,87.44,-1.44,0.08,-0.003,0.0,0.0,0.0,-0.0120,-0.0120,-0.0668,16.4215
25340,5001,87.45,-1.45,0.08,-0.006,0.0,0.0,0.0,-0.0122,-0.0122,-0.0680,16.4215
25390,5003,87.44,-1.44,0.08,0.002,-0.2,0.0,0.0,-0.0118,-0.0118,-0.0692,16.4215
25440,5007,87.42,-1.42,0.08,-0.000,0.0,0.0,0.0,-0.0117,-0.0117,-0.0704,16.4215
25490,4998,87.43,-1.43,0.08,-0.000,0.0,0.0,0.0,-0.0117,-0.0117,-0.0715,16.4215
25540,5004,87.46,-1.46,0.08,-0.001,0.0,0.0,0.0,-0.0121,-0.0121,-0.0727,16.4215
25590,5000,87.47,-1.47,0.08,-0.006,0.0,0.0,0.0,-0.0123,-0.0123,-0.0739,16.4215
25640,5004,87.47,-1.47,0.08,0.005,0.0,0.0,0.0,-0.0119,-0.0119,-0.0752,16.4215
25690,5001,87.94,-1.94,0.08,0.221,0.0,-0.2,0.0,-0.0074,-0.0074,-0.0765,16.4215
25740,5003,86.31,-0.31,0.08,1.647,-0.2,0.0,0.0,0.0638,0.0638,-0.0777,16.4215
25790,5007,83.30,2.70,0.08,0.341,-19.2,15.8,0.0,0.0380,0.0380,-0.0762,16.4215
25840,5004,83.98,2.02,-1.05,-0.400,-55.4,52.4,53.9,-0.0075,-0.0075,-0.0741,5.6356
25890,5004,82.19,3.81,-1.05,0.860,-47.2,44.2,53.9,0.0585,0.0585,-0.0727,5.6356
25940,5004,81.23,4.77,-1.05,-0.581,-44.2,40.8,53.9,0.0092,0.0092,-0.0694,5.6356
25990,5000,82.69,3.31,-1.05,-0.115,-57.5,56.1,53.9,0.0151,0.0151,-0.0671,5.6356
26040,5001,80.79,5.21,-0.80,0.205,-41.4,37.6,39.5,0.0467,0.0467,-0.0642,-2.2648
26090,5001,82.64,3.36,-0.80,-0.866,-52.4,48.8,39.5,-0.0123,-0.0123,-0.0610,-2.2648
26140,5007,81.95,4.05,-0.80,1.007,-44.9,41.2,39.5,0.0686,0.0686,-0.0590,-2.2648
26190,5001,81.52,4.48,-0.80,-0.896,-36.4,28.9,39.5,-0.0038,-0.0038,-0.0553,-2.2648
26240,5004,83.81,2.19,-1.03,0.319,-51.1,46.0,48.5,0.0229,0.0229,-0.0536,-11.9746
26290,4998,80.12,5.88,-1.03,0.066,-17.9,15.1,48.5,0.0449,0.0449,-0.0504,-11.9746
26340,5004,84.45,1.55,-1.03,-1.204,-42.8,44.2,48.5,-0.0436,-0.0436,-0.0481,-11.9746
26390,5003,81.17,4.83,-1.03,0.840,-16.9,17.9,48.5,0.0667,0.0667,-0.0464,-11.9746
26440,5003,83.96,2.04,-0.57,-1.368,-23.6,25.4,24.5,-0.0419,-0.0419,-0.0440,-16.8751
26490,5007,83.03,2.97,-0.57,0.652,-14.0,17.9,24.5,0.0470,0.0470,-0.0428,-16.8751
26540,5004,84.93,1.07,-0.57,-1.323,-8.5,9.8,24.5,-0.0486,-0.0486,-0.0411,-16.8751
26590,5004,84.96,1.04,-0.57,0.558,-5.5,6.9,24.5,0.0263,0.0263,-0.0413,-16.8751
26640,5004,85.87,0.13,0.05,-0.727,7.1,-5.3,-6.2,-0.0276,-0.0276,-0.0409,-15.6385
26690,5004,87.41,-1.41,0.05,-0.314,4.1,-3.2,-6.2,-0.0245,-0.0245,-0.0416,-15.6385
26740,5003,87.91,-1.91,0.05,-0.171,18.1,-17.2,-6.2,-0.0231,-0.0231,-0.0431,-15.6385
26790,5002,88.86,-2.86,0.05,-0.324,24.0,-22.2,-6.2,-0.0375,-0.0375,-0.0451,-15.6385
26840,5007,89.25,-3.25,0.59,-0.097,32.5,-30.7,-31.6,-0.0271,-0.0271,-0.0478,-9.3180
26890,4998,89.86,-3.86,0.59,-0.377,40.5,-38.7,-31.6,-0.0436,-0.0436,-0.0503,-9.3180
26940,5004,90.85,-4.85,0.59,-0.187,45.8,-44.0,-31.6,-0.0447,-0.0447,-0.0537,-9.3180
26990,5004,91.19,-5.19,0.59,-0.161,57.9,-56.1,-31.6,-0.0466,-0.0466,-0.0575,-9.3180
27040,5004,91.83,-5.83,1.33,-0.247,65.7,-65.5,-65.6,-0.0491,-0.0491,-0.0617,3.8035
27090,5003,92.93,-6.93,1.33,-0.421,72.6,-74.7,-65.6,-0.0657,-0.0657,-0.0661,3.8035
27140,5003,93.84,-7.84,1.33,-0.278,79.9,-84.7,-65.6,-0.0679,-0.0679,-0.0715,3.8035
27190,5007,96.62,-10.62,1.33,1.573,92.7,-95.0,-65.6,-0.0181,-0.0181,-0.0789,3.8035
27240,5004,84.29,1.71,1.76,1.198,95.7,-70.5,-83.1,0.0782,0.0782,-0.0808,20.4289
27290,5004,91.33,-5.33,1.76,-1.357,8.0,18.5,-83.1,-0.0854,-0.0854,-0.0808,20.4289
27340,5004,87.12,-1.12,1.76,1.915,17.9,1.6,-83.1,0.0822,0.0822,-0.0824,20.4289
27390,5000,88.18,-2.18,1.76,-1.289,-10.1,19.9,-83.1,-0.0552,-0.0552,-0.0815,20.4289
27440,5001,86.78,-0.78,-0.26,1.184,-16.7,18.1,17.4,0.0383,0.0383,-0.0821,16.9481
27489,5001,87.11,-1.11,-0.26,-0.478,-1.8,1.8,17.4,-0.0311,-0.0311,-0.0828,16.9481
27540,5007,86.73,-0.73,-0.26,0.390,-3.0,3.2,17.4,0.0069,0.0069,-0.0841,16.9481
27590,4998,87.16,-1.16,-0.26,-0.278,3.4,-3.2,17.4,-0.0235,-0.0235,-0.0850,16.9481
27640,5001,87.99,-1.99,0.14,-0.038,2.3,-3.0,-2.6,-0.0176,-0.0176,-0.0867,17.4748
27690,4998,88.02,-2.02,0.14,-0.088,10.5,-10.5,-2.6,-0.0199,-0.0199,-0.0883,17.4748
27740,5004,88.85,-2.85,0.14,-0.065,10.3,-9.2,-2.6,-0.0263,-0.0263,-0.0903,17.4748
27790,5001,88.23,-2.23,0.14,1.005,14.7,-17.6,-2.6,0.0219,0.0219,-0.0930,17.4748
27840,5001,87.01,-1.01,0.16,0.199,1.1,-6.2,-3.7,0.0006,0.0006,-0.0941,18.2076
27890,5007,85.98,0.02,0.16,0.181,-1.4,0.9,-3.7,0.0088,0.0088,-0.0943,18.2076
27940,5004,85.56,0.44,0.16,0.007,0.0,0.0,-3.7,0.0056,0.0056,-0.0939,18.2076
27990,5004,85.67,0.33,0.16,-0.148,0.0,0.0,-3.7,-0.0016,-0.0016,-0.0933,18.2076
28040,5004,86.27,-0.27,0.09,-0.274,0.0,0.0,0.0,-0.0125,-0.0125,-0.0932,18.2076
28090,5004,87.15,-1.15,0.09,-0.326,0.2,0.0,0.0,-0.0222,-0.0222,-0.0938,18.2076
28140,5001,87.63,-1.63,0.09,0.280,1.1,-3.0,0.0,-0.0022,-0.0022,-0.0952,18.2076
28190,5003,86.92,-0.92,0.09,0.038,0.0,-3.7,0.0,-0.0057,-0.0057,-0.0961,18.2076
28240,5007,86.85,-0.85,0.09,-0.054,0.0,0.0,0.0,-0.0088,-0.0088,-0.0967,18.2076
28290,4998,87.07,-1.07,0.09,-0.101,0.0,0.0,0.0,-0.0125,-0.0125,-0.0975,18.2076
28340,5004,87.40,-1.40,0.09,0.064,0.0,0.0,0.0,-0.0089,-0.0089,-0.0985,18.2076
28390,5004,86.88,-0.88,0.09,0.189,0.0,0.0,0.0,0.0007,0.0007,-0.0995,18.2076
28440,5004,86.30,-0.30,0.09,0.061,0.0,0.0,0.0,0.0006,0.0006,-0.0999,18.2076
28490,5001,86.11,-0.11,0.09,-0.051,0.0,0.0,0.0,-0.0022,-0.0022,-0.0999,18.2076
28540,5003,86.30,-0.30,0.09,-0.151,0.0,0.0,0.0,-0.0079,-0.0079,-0.1000,18.2076
28590,5007,86.78,-0.78,0.09,-0.240,0.0,0.0,0.0,-0.0156,-0.0156,-0.1004,18.2076
28640,5004,87.35,-1.35,0.09,0.087,0.0,-0.2,-0.1,-0.0075,-0.0075,-0.1015,18.2305
28690,5004,87.11,-1.11,0.09,-0.040,0.0,-0.5,-0.1,-0.0105,-0.0105,-0.1024,18.2305
28740,5001,87.27,-1.27,0.09,-0.006,0.0,0.0,-0.1,-0.0105,-0.0105,-0.1034,18.2305
28790,5000,87.20,-1.20,0.09,-0.025,0.0,0.0,-0.1,-0.0107,-0.0107,-0.1044,18.2305
28840,5001,87.22,-1.22,0.09,-0.018,0.0,0.0,0.0,-0.0105,-0.0105,-0.1054,18.2305
28890,5003,87.21,-1.21,0.09,-0.019,0.0,0.0,0.0,-0.0105,-0.0105,-0.1063,18.2305
28940,5007,87.25,-1.25,0.09,-0.004,0.0,0.0,0.0,-0.0103,-0.0103,-0.1073,18.2305
28990,5000,87.02,-1.02,0.09,0.020,0.0,0.0,0.0,-0.0073,-0.0073,-0.1082,18.2305
29040,5004,87.19,-1.19,0.09,-0.034,0.0,0.0,0.0,-0.0109,-0.0109,-0.1091,18.2305
29090,5004,86.99,-0.99,0.09,-0.002,0.0,0.0,0.0,-0.0079,-0.0079,-0.1099,18.2305
29140,5004,87.04,-1.04,0.09,-0.122,0.0,0.0,0.0,-0.0131,-0.0131,-0.1107,18.2305
29190,5001,87.46,-1.46,0.09,-0.234,0.0,0.0,0.0,-0.0213,-0.0213,-0.1117,18.2305
29240,5003,88.22,-2.22,0.10,-0.302,0.2,-0.7,-0.5,-0.0306,-0.0306,-0.1133,18.3221
29290,5007,88.26,-2.26,0.10,0.878,2.3,-5.5,-0.5,0.0162,0.0162,-0.1159,18.3221
29340,5004,86.50,-0.50,0.10,0.216,3.9,-6.0,-0.5,0.0052,0.0052,-0.1168,18.3221
29390,5000,85.77,0.23,0.10,0.119,-0.5,0.0,-0.5,0.0076,0.0076,-0.1167,18.3221
29440,5004,85.41,0.59,0.09,0.046,0.0,0.0,0.0,0.0078,0.0078,-0.1163,18.3221
29490,5004,85.28,0.72,0.09,-0.032,0.0,0.0,0.0,0.0058,0.0058,-0.1156,18.3221
29540,5001,85.39,0.61,0.09,-0.112,0.0,0.0,0.0,0.0016,0.0016,-0.1149,18.3221
29590,5003,85.80,0.20,0.09,-0.199,0.0,0.0,0.0,-0.0054,-0.0054,-0.1145,18.3221
29640,5007,86.42,-0.42,0.09,-0.248,0.0,0.0,0.0,-0.0128,-0.0128,-0.1145,18.3221
29690,5004,87.19,-1.19,0.09,-0.289,0.0,-0.2,0.0,-0.0212,-0.0212,-0.1151,18.3221
29740,5004,87.96,-1.96,0.09,-0.164,0.5,-2.5,0.0,-0.0228,-0.0228,-0.1165,18.3221
29790,5001,87.47,-1.47,0.09,0.065,6.4,-10.5,0.0,-0.0094,-0.0094,-0.1179,18.3221
29840,5004,88.30,-2.30,0.24,-0.336,5.5,-8.5,-7.0,-0.0314,-0.0314,-0.1194,19.7190
29890,5003,88.09,-2.09,0.24,0.199,10.1,-11.9,-7.0,-0.0082,-0.0082,-0.1212,19.7190
29940,5002,88.25,-2.25,0.24,-0.308,14.0,-15.8,-7.0,-0.0298,-0.0298,-0.1228,19.7190
29990,5007,88.49,-2.49,0.24,0.154,14.2,-14.4,-7.0,-0.0135,-0.0135,-0.1248,19.7190
30040,5004,88.13,-2.13,0.56,-0.218,22.0,-21.5,-21.8,-0.0225,-0.0225,-0.1264,24.0700
30090,4998,89.40,-3.40,0.56,-0.156,17.6,-16.5,-21.8,-0.0311,-0.0311,-0.1285,24.0700
30140,5004,88.66,-2.66,0.56,0.208,27.5,-27.3,-21.8,-0.0100,-0.0100,-0.1307,24.0700
30190,4998,89.57,-3.57,0.56,-0.421,25.4,-25.4,-21.8,-0.0431,-0.0431,-0.1328,24.0700
30240,5001,89.40,-3.40,0.72,0.295,28.2,-28.9,-28.5,-0.0116,-0.0116,-0.1356,29.7720
30289,5001,89.23,-3.23,0.72,-0.274,33.4,-35.0,-28.5,-0.0329,-0.0329,-0.1376,29.7720
